"First Name","Last Name","Date of Birth (Y-m-d)",State,Sex,"Height (cm)","Weight (KG)"
Jeromy,McGlynn,1991-03-18,Tennessee,female,175,137
Hank,Lebsack,1967-05-10,Texas,male,191,65
Tristin,Hermiston,1991-05-10,SouthDakota,male,199,87
Vickie,Emmerich,1985-06-23,Oregon,male,179,138
Lillie,Herzog,1965-06-20,Alaska,female,156,56
Nathaniel,Williamson,1969-05-08,SouthDakota,male,164,154
Dayne,Barton,1972-04-21,Idaho,male,194,75
Samanta,Tillman,1968-11-18,SouthCarolina,male,182,125
Brett,McLaughlin,1981-02-20,Virginia,female,183,156
Garnett,Ziemann,1979-01-15,Arkansas,female,195,64
Frida,Howe,1983-08-28,Kansas,female,172,119
Madison,Schuppe,1987-09-03,Kentucky,female,153,98
Nelda,Jerde,1980-03-19,Alaska,male,171,94
Xander,Roob,1980-09-02,Nebraska,male,175,158
Zoila,O'Conner,1980-11-17,Kentucky,male,179,61
Reanna,Dietrich,1968-05-03,Minnesota,male,174,93
Ewell,Ratke,1989-09-26,Louisiana,male,194,79
Mac,Murray,1986-02-10,Nebraska,female,160,150
Kendra,Denesik,1990-09-04,Tennessee,female,185,111
Michelle,Bogisich,1973-03-31,NorthDakota,male,165,99
Bryce,Mueller,1966-01-06,Nevada,female,164,147
Claudie,Mitchell,1990-07-27,Mississippi,male,153,156
Alberta,Rohan,1970-04-06,Connecticut,female,200,92
Elmer,Weissnat,1966-01-31,NewHampshire,male,162,148
Betsy,Torphy,1973-02-18,Idaho,female,165,101
Kirk,Feeney,1974-06-06,Oregon,female,171,155
Benton,Hilll,1968-05-17,Washington,male,175,140
Martin,Corkery,1966-12-17,RhodeIsland,male,190,53
Audrey,Ward,1988-10-22,RhodeIsland,female,188,131
Norberto,Hammes,1977-10-26,Colorado,male,185,53
Bell,Ullrich,1981-08-26,NorthDakota,male,187,85
Merritt,Huels,1984-08-29,Pennsylvania,female,171,92
Brannon,Roob,1973-05-03,Tennessee,male,177,91
Fausto,Jenkins,1981-11-11,Michigan,male,153,118
Johnathan,Walker,1965-01-14,Michigan,female,178,152
Cullen,Ullrich,1972-05-09,Mississippi,female,157,88
Brown,Murphy,1989-08-12,Arizona,male,156,143
Haylee,Lebsack,1983-04-14,NorthCarolina,female,169,119
Ashton,Ledner,1991-05-14,NorthCarolina,male,177,92
Frances,Lemke,1966-10-08,Tennessee,male,162,57
Trevion,Gottlieb,1980-06-13,Arizona,female,170,140
Tomas,Jerde,1967-11-09,Nebraska,female,171,76
Frederic,Howell,1970-12-20,NorthDakota,male,170,137
Ana,Sanford,1967-01-16,Florida,female,189,144
Joshuah,Roob,1978-04-30,Arkansas,female,151,94
Blanca,Bogisich,1977-11-07,Hawaii,male,188,111
Stephanie,Runolfsdottir,1982-05-22,California,male,172,126
Phoebe,Cremin,1983-10-19,Indiana,female,197,58
Vince,Nienow,1984-07-25,Hawaii,male,172,117
Alvera,Bartoletti,1978-03-31,Alaska,male,185,144
Saul,Towne,1968-04-09,Arizona,female,200,77
Jalen,Grimes,1977-10-20,Kansas,male,179,124
Laisha,Murazik,1968-07-13,Mississippi,male,178,59
Jace,Cronin,1974-03-03,Virginia,female,196,145
Reyna,Gerhold,1968-10-14,Michigan,male,195,149
Madeline,Heller,1987-09-09,Hawaii,female,189,123
Shyann,Johnson,1976-12-05,Idaho,male,151,60
Stanton,Hoppe,1967-02-16,Vermont,female,155,51
Saul,King,1981-04-09,Illinois,male,191,101
Kobe,Leuschke,1974-12-06,Colorado,male,196,67
Mariam,Weimann,1988-10-03,Nevada,male,153,65
Loren,Walter,1984-06-13,Alabama,female,152,129
Hassan,Davis,1971-10-04,WestVirginia,male,163,80
Jude,Schamberger,1969-09-12,Wyoming,female,163,71
Constance,Murray,1990-12-06,Iowa,female,156,58
Jaime,Monahan,1966-06-30,Michigan,male,169,144
Santiago,Kuhn,1971-02-03,Wyoming,female,159,146
Maye,Gerlach,1970-03-11,Wisconsin,female,185,158
Wyatt,Jerde,1983-08-10,Indiana,male,163,137
Jessie,Lowe,1979-03-14,Montana,male,172,126
Hayden,Thiel,1984-05-22,RhodeIsland,male,174,134
Madeline,Herzog,1983-11-12,WestVirginia,male,188,139
Thad,Jast,1988-07-03,Illinois,male,186,58
Arielle,Waters,1974-03-09,Minnesota,female,188,88
Candida,Jones,1980-05-12,Arkansas,female,183,102
Aubree,Wolf,1977-01-01,WestVirginia,male,172,145
Woodrow,Conroy,1988-01-11,NewJersey,male,195,55
Ariane,Davis,1979-03-29,Virginia,male,172,131
Augustine,Fadel,1986-02-15,Kentucky,male,150,160
Johnathan,Kertzmann,1985-03-20,Texas,female,151,99
Gay,Paucek,1972-02-19,Mississippi,female,160,152
Maxine,Dare,1972-08-07,Texas,male,176,125
Gilbert,Schamberger,1984-01-03,Hawaii,male,178,94
Sam,Morar,1968-12-10,Illinois,female,194,67
Ottis,Roob,1986-06-19,Connecticut,male,169,140
Joanne,Thiel,1972-10-10,Indiana,male,199,78
Lempi,Torphy,1973-08-13,Massachusetts,male,170,67
Theresia,Cruickshank,1990-12-15,NewMexico,female,185,117
Cassandre,Mertz,1984-07-03,Colorado,female,199,117
Ali,McClure,1980-08-31,Nevada,male,151,120
Alan,Stamm,1981-12-10,WestVirginia,male,190,143
Johann,Reichel,1969-08-24,NewMexico,female,165,91
Kattie,Pacocha,1974-11-01,Maine,male,181,153
Else,Christiansen,1972-03-30,Texas,male,150,140
Rosendo,Lehner,1977-07-05,Massachusetts,male,188,71
Braden,Ledner,1979-07-31,NorthDakota,female,198,67
Houston,Waelchi,1983-02-20,Idaho,female,151,111
Casper,Pfannerstill,1987-10-27,Maryland,male,157,77
Erick,Rohan,1989-06-15,Florida,female,150,74
Braeden,Sawayn,1990-06-04,Washington,female,193,79
Thomas,Lebsack,1968-02-14,NorthDakota,male,157,56
Anastacio,Senger,1967-02-11,Maryland,female,168,89
Conrad,Oberbrunner,1977-12-12,Wisconsin,female,164,157
Bill,Fay,1987-07-23,Illinois,female,179,158
Maximillian,Luettgen,1964-06-07,Alabama,female,152,130
Joseph,Wiza,1989-08-11,Nebraska,female,166,125
Mollie,Klocko,1984-06-20,Idaho,male,193,129
Angela,O'Reilly,1966-04-24,Arizona,female,177,145
Assunta,Sawayn,1964-05-30,WestVirginia,female,193,145
Aiyana,Dooley,1973-09-08,SouthCarolina,male,188,129
Patsy,Monahan,1969-08-16,Iowa,male,165,146
Lane,Adams,1991-10-17,RhodeIsland,female,186,76
Ezra,Kihn,1979-03-29,Ohio,female,174,107
Jalon,Bayer,1984-08-16,Pennsylvania,female,159,61
Raymond,Connelly,1975-03-15,Pennsylvania,male,185,66
Merlin,Pacocha,1990-09-29,Arizona,female,171,101
Burnice,Stanton,1984-12-19,Maryland,female,165,85
Marco,Rath,1974-03-29,NewYork,female,186,146
Gregoria,Blanda,1976-08-09,Oklahoma,male,170,129
Marty,Bartoletti,1983-03-08,Louisiana,male,165,102
Noel,Graham,1966-04-15,NewHampshire,female,173,136
Tod,Steuber,1966-11-21,Idaho,male,184,104
Deondre,Lang,1981-02-13,NewYork,female,163,157
Clay,Stanton,1981-05-22,Kentucky,female,191,67
Al,Abernathy,1986-12-22,Nebraska,female,167,145
Trystan,Balistreri,1993-09-23,Arkansas,male,179,81
Valentin,Walter,1992-04-24,Kansas,female,176,114
Hassie,Reinger,1965-12-25,Virginia,female,158,83
Karina,Schmidt,1977-02-09,Idaho,male,184,127
Rafael,Herzog,1979-05-05,Illinois,female,152,50
Augusta,Zboncak,1989-01-28,Arizona,female,156,101
Colt,Nienow,1978-03-20,Alaska,male,154,66
Orville,Hoeger,1983-01-06,NorthCarolina,male,164,95
Vernie,White,1981-03-27,Iowa,male,150,74
Craig,Jacobi,1973-04-15,Kentucky,male,191,111
Lucy,Krajcik,1966-04-27,NorthDakota,male,189,65
Gracie,Gibson,1992-05-29,Massachusetts,female,160,123
Dejah,Okuneva,1991-09-28,Maryland,male,198,142
Vena,Murphy,1982-04-13,NewJersey,female,178,106
Milo,Ullrich,1990-02-10,WestVirginia,female,194,112
Jewell,Schumm,1982-05-09,Washington,male,183,127
Lazaro,Bartoletti,1986-09-19,Mississippi,female,161,137
Eduardo,Bosco,1983-06-05,Wisconsin,female,165,58
Vernie,Grant,1992-11-29,Oklahoma,male,167,58
Vincent,Williamson,1980-09-14,Tennessee,female,177,149
Grace,Kirlin,1968-01-22,Maine,female,180,124
Justen,Sanford,1986-06-01,Massachusetts,female,198,147
Hilda,Zboncak,1992-07-08,SouthDakota,male,194,141
Tyrique,Turcotte,1982-02-23,Texas,female,154,91
Avis,Beier,1976-03-04,Utah,male,150,76
Yazmin,Zieme,1971-03-01,Florida,male,197,149
Emanuel,Walsh,1988-07-29,Missouri,female,166,64
Jake,Fay,1974-05-25,Wisconsin,female,194,98
Cory,Rutherford,1987-12-04,Delaware,male,192,135
Stefan,Hyatt,1983-03-27,California,female,200,84
Pasquale,Kulas,1992-03-11,Kansas,female,186,151
Matt,Schultz,1982-05-08,Delaware,female,180,145
Pete,Wunsch,1979-04-11,SouthDakota,male,155,130
Alisha,Pacocha,1966-04-13,Oklahoma,female,174,141
Flavio,Stroman,1978-08-20,Ohio,female,167,143
Oda,Keeling,1972-06-25,NewMexico,female,189,136
Carol,Stiedemann,1986-02-09,Maine,female,196,62
Lenora,Rowe,1990-05-21,NewJersey,male,191,159
Bell,Connelly,1975-02-04,WestVirginia,male,191,139
Nayeli,Lockman,1969-07-19,Texas,male,194,139
Ciara,Dickinson,1967-12-22,NewJersey,male,192,109
Tomas,Raynor,1965-08-24,Kansas,male,173,63
Richie,Ward,1966-07-15,Pennsylvania,female,200,76
Ben,Keebler,1992-10-06,Iowa,female,166,128
Savannah,Quitzon,1968-05-20,Vermont,female,151,55
Romaine,Dickinson,1967-05-14,Alabama,male,199,141
Maximillia,Wisozk,1971-10-26,Arkansas,female,191,131
Logan,Stanton,1993-04-20,Florida,female,189,111
Tamara,Upton,1979-12-24,Maine,male,159,89
Anais,Cummings,1967-11-12,Virginia,male,168,75
Reagan,West,1991-01-14,NewYork,female,193,56
Emie,Schmitt,1977-08-15,SouthCarolina,female,163,108
Liza,Barton,1980-12-18,Oregon,male,177,106
Cyril,Ratke,1991-12-01,Massachusetts,female,177,141
Deven,Sawayn,1986-10-09,Montana,female,167,143
Nicola,Gibson,1970-09-07,Delaware,female,150,139
Camille,Rice,1977-08-29,Vermont,male,173,118
Aileen,Conroy,1968-08-28,Alaska,female,150,94
Raymundo,Borer,1981-03-13,Pennsylvania,male,177,114
Torey,Ziemann,1980-09-07,Indiana,female,195,155
Sandy,Aufderhar,1991-02-27,Michigan,female,152,139
Mireya,Kilback,1985-05-30,Texas,male,187,58
Chase,Schmeler,1970-02-28,Arizona,female,177,117
Krista,Bogisich,1975-08-23,Nebraska,male,180,65
Robyn,Considine,1990-03-02,Montana,male,168,104
Zoey,Aufderhar,1963-12-28,Hawaii,male,158,105
Felicita,Glover,1985-05-28,Illinois,female,191,155
Dedrick,Braun,1978-05-17,Tennessee,male,159,156
Jaclyn,Breitenberg,1993-01-31,Utah,female,156,105
Donavon,Smitham,1992-01-21,Georgia,female,170,92
Gaylord,Reichel,1967-12-23,Hawaii,male,196,97
Pattie,Veum,1976-03-14,Indiana,male,174,67
Gabe,Parker,1977-10-23,Idaho,male,178,127
Savanna,Renner,1965-01-01,Vermont,male,158,82
Abigale,Lindgren,1993-11-24,NewJersey,female,179,122
Lisa,Wiegand,1970-10-29,Maryland,male,192,141
Elenor,Kovacek,1975-08-17,NewJersey,male,196,121
Lilla,Bins,1988-05-18,Nebraska,male,180,142
Herbert,Macejkovic,1978-06-22,Massachusetts,female,184,155
Herman,Stracke,1970-02-26,Colorado,male,168,89
Domenico,Lebsack,1977-09-04,Indiana,male,199,79
Darby,Rice,1979-01-10,Kansas,female,170,132
Glen,Feeney,1983-02-18,NewMexico,male,195,84
Genesis,O'Kon,1980-08-02,NewHampshire,female,200,102
Vern,Hahn,1980-10-19,RhodeIsland,male,161,55
Manuela,Emmerich,1976-08-11,Kentucky,male,198,148
Onie,Rath,1983-11-27,Illinois,female,159,138
Nestor,Lebsack,1978-11-11,Louisiana,female,169,94
Jayce,Windler,1969-04-03,Minnesota,male,176,59
Vilma,O'Conner,1973-12-12,Virginia,female,158,98
Beryl,Lynch,1986-08-07,Washington,male,159,95
Cade,Hermiston,1968-01-06,California,female,182,139
Kylee,Considine,1979-02-18,Massachusetts,male,161,127
Tyrell,Barton,1964-08-13,WestVirginia,female,177,126
Darius,Kulas,1977-10-27,Alaska,female,156,152
Mallory,Lesch,1977-03-19,Hawaii,female,169,147
Abbigail,Hettinger,1980-02-28,Georgia,male,172,57
Florencio,Johnston,1972-07-29,NorthCarolina,female,157,99
Laurine,Cruickshank,1992-12-20,Arizona,female,185,157
Harvey,Rohan,1973-05-16,Alabama,male,160,63
King,Flatley,1990-04-06,Louisiana,female,152,84
Tiffany,Jacobs,1989-12-17,Missouri,female,158,154
Samara,Windler,1982-09-21,Michigan,male,151,69
Francis,Cummings,1966-02-12,Georgia,female,160,128
Bridget,Barton,1990-12-03,NewJersey,female,193,143
Lucile,Eichmann,1986-12-17,Illinois,female,177,73
Rollin,Ward,1968-06-06,Louisiana,female,156,123
Kade,Lakin,1968-04-26,Kansas,male,175,140
Joana,Stroman,1968-08-07,Oregon,male,164,107
Westley,Langosh,1973-01-26,Delaware,male,157,129
Francis,Mueller,1981-05-03,Ohio,female,173,134
Jamaal,Schowalter,1988-09-10,Missouri,female,159,153
Zoey,Zboncak,1967-09-18,Maine,female,185,156
Margaret,Beatty,1973-01-01,SouthDakota,male,196,67
Sammy,Tremblay,1964-09-18,WestVirginia,male,191,50
Elsie,Sipes,1981-12-19,Louisiana,female,183,110
Amari,Schinner,1993-02-21,Indiana,male,168,124
Skylar,Conn,1993-05-12,Maine,female,157,70
River,Armstrong,1975-06-01,Pennsylvania,male,168,102
Malcolm,Heidenreich,1974-08-25,NewYork,male,178,119
Viva,Klocko,1973-07-03,Maine,female,194,59
Rosemarie,Goyette,1972-01-25,Louisiana,female,175,79
Marion,Thiel,1985-04-04,NewJersey,female,152,156
Emmanuelle,Eichmann,1979-02-17,Hawaii,male,190,147
Sofia,Murphy,1993-04-23,Delaware,male,162,127
Yessenia,Adams,1981-07-02,Maine,female,176,88
Darlene,Mante,1990-11-08,Hawaii,male,151,128
Edward,Reichert,1989-02-28,Oregon,male,159,143
Jed,Kiehn,1979-03-01,California,female,158,72
Mariela,Kertzmann,1978-02-06,Montana,female,183,134
Donnell,Hermiston,1975-08-21,Maryland,female,194,120
Tavares,Sauer,1975-04-25,Arkansas,female,192,64
Oma,Barrows,1988-05-26,Utah,female,187,70
Liliane,Rolfson,1974-09-14,WestVirginia,female,180,158
Mario,Upton,1969-07-25,Hawaii,male,181,73
Duane,Ernser,1977-11-22,Vermont,female,182,132
Nathan,Steuber,1985-10-28,Colorado,male,160,135
Noe,Lemke,1986-09-18,Wisconsin,male,173,156
Marlin,Hegmann,1991-11-28,Delaware,female,194,63
Boris,Lebsack,1967-04-27,Louisiana,male,189,137
Hillard,Schoen,1986-03-16,NewYork,female,165,123
Veronica,Hickle,1992-08-22,Hawaii,male,196,105
Alexander,Grimes,1989-04-08,Florida,male,189,76
Katrine,Swaniawski,1968-10-31,Illinois,male,181,143
Margarete,Kuvalis,1975-10-28,Mississippi,male,166,100
Alaina,Koelpin,1980-09-04,Colorado,male,188,60
Enrico,Powlowski,1973-11-09,WestVirginia,female,175,83
Adeline,Emmerich,1967-05-16,Iowa,female,199,133
Opal,Hintz,1988-01-05,Maryland,female,163,120
Alisa,Runolfsson,1972-11-09,Missouri,female,189,95
Valerie,Hettinger,1978-01-23,RhodeIsland,male,152,128
Tanya,Rolfson,1985-02-13,Illinois,female,199,118
Brandyn,Renner,1964-01-16,California,male,150,93
Yoshiko,Jakubowski,1967-05-16,Utah,male,161,51
Chester,Torphy,1983-10-08,NorthCarolina,male,171,88
Lavinia,Yost,1989-01-16,Maryland,female,191,60
Drake,Moore,1968-07-13,WestVirginia,female,199,116
Ladarius,Gottlieb,1982-10-19,NewMexico,female,195,112
Kenna,Sanford,1993-09-27,Colorado,male,188,143
Ludwig,Hermiston,1967-05-18,Massachusetts,female,188,119
Gracie,Rau,1977-02-26,Vermont,male,176,125
Alice,McDermott,1967-12-19,Washington,female,199,121
Cory,Stark,1992-04-29,Indiana,male,196,122
Alden,Schuster,1971-01-19,Idaho,male,154,146
Caleigh,Stokes,1966-01-07,Missouri,female,155,81
Melody,Pacocha,1973-12-04,NewMexico,female,180,62
Cleveland,Waters,1973-01-23,NorthCarolina,male,157,58
Emanuel,Gutkowski,1982-01-22,WestVirginia,female,150,156
Nettie,Dach,1985-12-18,Massachusetts,female,182,129
Eriberto,Auer,1974-11-23,NewMexico,male,195,101
Norwood,Effertz,1993-04-23,Minnesota,male,177,160
Felipa,Goldner,1966-11-11,Oklahoma,female,196,156
Jacynthe,Boyle,1992-05-13,Nevada,male,195,146
Serenity,Ortiz,1974-09-30,Arizona,male,163,156
Geovanny,Bins,1965-02-19,Nevada,female,183,58
Berenice,Collins,1974-05-06,Georgia,female,170,123
Gayle,Kuhn,1976-03-17,Missouri,female,161,140
Liana,Hahn,1986-12-23,Minnesota,female,184,142
Aiden,Jacobs,1993-03-12,Pennsylvania,male,184,102
Deshawn,Pagac,1986-05-26,Nevada,female,175,89
Anne,Blanda,1987-02-19,NewYork,female,199,150
Nadia,Jenkins,1966-06-07,Massachusetts,female,155,141
Jacques,Gerlach,1966-04-09,Delaware,female,195,129
Quinten,Welch,1975-05-26,WestVirginia,female,166,159
Lindsay,McLaughlin,1981-05-05,Delaware,female,182,121
Abelardo,Wisoky,1990-04-26,Mississippi,male,161,54
Gaylord,Batz,1990-09-27,Idaho,male,197,81
Darryl,DuBuque,1976-05-01,Georgia,male,186,155
Belle,Schuppe,1990-02-09,Maryland,female,174,118
Patience,Feest,1978-10-14,Florida,female,197,63
Denis,Johnston,1969-02-23,NewMexico,female,194,58
Dorothy,Bernier,1988-04-14,Montana,female,190,70
Michele,McClure,1978-11-24,Minnesota,male,184,57
Adeline,Dooley,1986-07-29,Connecticut,male,171,93
John,Purdy,1981-03-18,WestVirginia,male,157,53
Asha,Keeling,1974-08-02,Maine,male,197,78
Guiseppe,Predovic,1977-05-06,Iowa,male,170,71
Twila,Mertz,1966-02-08,Iowa,male,184,152
Damion,Armstrong,1977-08-14,Idaho,female,189,93
Francisca,Wisoky,1978-10-06,Nevada,male,168,87
Javonte,Labadie,1971-03-17,RhodeIsland,male,165,72
Kraig,Keebler,1990-02-19,Wyoming,male,157,160
Eli,Leffler,1967-01-08,Indiana,male,191,125
Serenity,Larkin,1978-07-24,Washington,female,160,61
Merritt,Fadel,1991-01-14,Vermont,female,179,77
Ally,Kutch,1967-11-28,Alabama,male,179,71
Adeline,Lockman,1986-08-08,Texas,male,182,114
Luna,Prohaska,1970-05-30,Hawaii,male,199,78
Layla,Senger,1989-05-17,Hawaii,female,163,54
Judy,Keebler,1973-03-09,Montana,female,157,94
Alice,O'Conner,1981-03-24,Maine,male,158,128
Armani,Friesen,1966-03-02,Connecticut,male,163,145
Arjun,Donnelly,1975-01-11,NorthCarolina,female,177,125
Cary,Jast,1986-07-14,Iowa,female,195,148
Rubye,Johnson,1992-08-08,SouthCarolina,male,182,101
Mylene,Grant,1980-04-23,Pennsylvania,male,170,54
Sarina,Bode,1977-09-02,Arkansas,female,171,125
Obie,Lynch,1984-09-23,Arizona,male,183,122
Roy,Murazik,1988-07-28,Pennsylvania,male,190,150
Adela,Douglas,1970-04-20,Kentucky,female,167,57
Mertie,Batz,1981-05-03,Pennsylvania,male,160,76
Declan,Bogan,1966-11-30,Nevada,male,164,105
Reinhold,Ortiz,1986-11-13,Illinois,female,168,55
Gia,Wolff,1989-07-22,Wyoming,female,155,154
Paxton,Donnelly,1991-12-21,Indiana,male,199,113
Ronaldo,Kilback,1980-04-17,WestVirginia,male,153,158
Haskell,Schoen,1981-02-16,NewMexico,female,169,95
Kasandra,Cassin,1976-08-28,Kansas,female,163,56
Chelsey,Bosco,1988-11-13,California,male,170,145
Rene,Crona,1980-01-23,Idaho,female,179,71
Kirk,Zulauf,1981-11-09,NewJersey,female,157,94
Mariela,Heller,1964-01-03,Wyoming,male,171,125
Florian,Haag,1985-03-30,Delaware,male,179,54
Jamel,Williamson,1974-01-31,Vermont,male,170,66
Kylee,Okuneva,1966-02-06,Texas,female,155,62
Alfonzo,Stroman,1989-01-29,Nebraska,female,164,70
Adela,Stiedemann,1974-03-04,Colorado,male,175,112
Amie,Muller,1990-01-02,NewMexico,male,170,141
Nels,Kling,1973-02-01,Ohio,male,198,74
Alycia,McDermott,1965-02-14,Alabama,male,170,137
Marley,Gleichner,1981-04-21,Florida,female,197,153
Zander,Hagenes,1988-04-12,Kansas,male,184,90
Grace,Robel,1976-05-02,Alaska,male,198,153
Gunnar,Daugherty,1976-11-13,Connecticut,female,162,86
Arnold,Bogisich,1974-06-07,Louisiana,female,175,98
Damon,Howe,1989-04-08,NorthCarolina,female,165,129
Ashlee,Fadel,1973-05-07,Kentucky,male,155,73
Kamron,Stehr,1972-03-06,Missouri,male,165,117
Maida,Legros,1977-12-16,Kentucky,male,178,111
Elinore,Koss,1993-11-06,Florida,male,184,156
Filomena,Crist,1965-02-09,Connecticut,male,200,148
Shirley,Von,1972-09-05,Kentucky,female,185,113
Herbert,Mayert,1976-12-03,SouthDakota,male,154,106
Donnie,Rowe,1984-04-15,Tennessee,female,175,134
Missouri,Kautzer,1988-04-14,Nevada,male,153,78
Haven,Legros,1981-12-30,NorthCarolina,female,188,113
Damon,Schinner,1979-04-09,Maine,male,181,125
Gwendolyn,Swaniawski,1993-05-14,NewYork,female,152,158
Kathleen,Doyle,1991-08-30,Georgia,male,165,110
Jody,Kuvalis,1965-02-12,Alaska,male,189,75
Wilton,Miller,1971-04-17,Nevada,male,151,74
Joaquin,Bailey,1978-09-14,Maine,female,161,151
Tavares,Sanford,1965-12-12,SouthCarolina,male,190,160
Rudy,Bashirian,1970-02-21,Montana,male,164,106
Vincent,Vandervort,1982-11-21,Idaho,male,155,114
Garnet,Huels,1983-01-30,Delaware,female,168,86
Alessandra,Hahn,1965-11-11,NorthDakota,female,167,155
Donald,Johnston,1984-01-03,Virginia,female,177,50
Kelly,Stokes,1987-11-05,Kentucky,male,167,83
Natasha,Aufderhar,1969-09-17,Delaware,male,184,58
Susie,Quigley,1970-12-16,Mississippi,female,200,62
Javonte,Schaefer,1970-09-03,Iowa,male,159,88
Troy,Dooley,1980-10-09,Vermont,male,197,65
Kyra,Collier,1985-02-12,Utah,female,160,97
Clint,Grady,1977-05-07,Louisiana,female,162,109
Viviane,Morissette,1988-05-11,Michigan,female,177,151
Morton,Moen,1975-10-16,Iowa,female,170,78
Evans,Durgan,1993-06-13,Florida,female,197,138
Amy,Gorczany,1975-06-02,Colorado,male,173,64
Odessa,Beatty,1993-11-29,Oklahoma,male,176,140
Cortney,Kiehn,1966-06-16,Alaska,male,191,139
Jazmin,Hettinger,1973-02-12,Iowa,female,166,158
Theresia,Denesik,1990-11-19,WestVirginia,female,188,151
Eugene,Bogan,1969-09-02,Maine,male,159,63
Sean,Little,1974-07-25,Nevada,female,155,89
Godfrey,Schiller,1967-08-24,Illinois,female,181,148
Abigale,Conroy,1969-06-13,NewHampshire,female,173,81
Jazlyn,Anderson,1984-08-03,Louisiana,female,163,74
Natalie,Klocko,1976-03-27,Utah,female,152,125
Elouise,Hickle,1981-02-04,NorthDakota,female,157,72
Bradly,Lowe,1984-12-24,Montana,male,166,52
Kariane,Brakus,1974-03-07,Tennessee,male,181,89
Daryl,Kuhic,1980-08-14,Tennessee,male,163,62
Queen,Reichert,1969-03-14,Nebraska,male,151,83
Chris,Torp,1965-08-02,Maine,female,161,96
Myriam,O'Connell,1971-12-17,Maryland,female,199,54
Maybell,Bashirian,1989-06-20,Montana,female,181,106
Adrian,Schowalter,1977-12-27,NorthCarolina,male,176,135
Chesley,Pfannerstill,1964-04-17,Delaware,female,160,141
Alek,Hilll,1992-06-29,Oklahoma,male,152,158
Arthur,Hayes,1992-06-04,NorthDakota,male,185,84
Georgiana,Hagenes,1988-04-12,Kentucky,male,157,153
Willis,Kuhn,1982-04-10,Wyoming,female,179,70
Elmo,Cummings,1974-06-18,Montana,female,196,73
Nakia,Streich,1991-03-27,Nevada,male,169,98
Tavares,Bruen,1966-02-15,SouthDakota,male,160,94
Ramon,Cummings,1977-02-27,NewHampshire,female,197,51
Lavern,Ryan,1986-03-02,Mississippi,female,196,108
Glenda,Macejkovic,1982-08-22,Arkansas,male,156,131
Carmella,Dietrich,1991-07-10,Montana,male,151,136
Rylee,Becker,1988-06-30,Virginia,female,155,102
Terrell,Rath,1980-07-17,NewYork,female,161,118
Johann,Lakin,1974-01-28,Florida,female,185,70
Sherman,Swaniawski,1986-06-14,Mississippi,male,164,61
Pearlie,West,1972-01-16,Montana,female,157,104
Emmy,Herzog,1989-04-17,Oklahoma,female,173,127
Hassan,Olson,1987-02-14,Indiana,female,190,119
Hailey,Wisozk,1987-06-11,Oklahoma,male,183,110
Jaylan,Ankunding,1966-05-25,Alaska,male,164,125
Bud,Ziemann,1969-07-26,Oregon,female,187,127
Sonny,Klein,1973-06-13,SouthDakota,male,159,140
